region_code,label,count
x188y104,x188y104,"1"
x188y105,x188y105,"1"
x188y106,x188y106,"1"
x188y107,x188y107,"1"
x188y108,x188y108,"1"
x188y109,x188y109,"1"
x188y110,x188y110,"1"
x188y111,x188y111,"1"
x188y112,x188y112,"1"
x188y113,x188y113,"1"
x188y114,x188y114,"1"
x188y115,x188y115,"1"
x188y116,x188y116,"1"
x188y117,x188y117,"1"
x188y118,x188y118,"1"
x188y119,x188y119,"1"
x188y120,x188y120,"1"
x188y121,x188y121,"1"
x188y122,x188y122,"1"
x189y075,x189y075,"1"
x189y076,x189y076,"1"
x189y081,x189y081,"1"
x189y082,x189y082,"1"
x189y083,x189y083,"1"
x189y084,x189y084,"1"
x189y085,x189y085,"1"
x189y086,x189y086,"1"
x189y087,x189y087,"1"
x189y088,x189y088,"1"
x189y089,x189y089,"1"
x189y090,x189y090,"1"
x189y091,x189y091,"1"
x189y092,x189y092,"1"
x189y093,x189y093,"1"
x189y094,x189y094,"1"
x189y095,x189y095,"1"
x189y096,x189y096,"1"
x189y097,x189y097,"1"
x189y098,x189y098,"1"
x189y099,x189y099,"1"
x189y100,x189y100,"1"
x189y101,x189y101,"1"
x189y102,x189y102,"1"
x189y103,x189y103,"1"
x189y104,x189y104,"1"
x189y105,x189y105,"1"
x189y106,x189y106,"1"
x189y107,x189y107,"1"
x189y108,x189y108,"1"
x189y109,x189y109,"1"
x189y110,x189y110,"1"
x189y111,x189y111,"1"
x189y112,x189y112,"1"
x189y113,x189y113,"1"
x189y114,x189y114,"1"
x189y115,x189y115,"1"
x189y116,x189y116,"1"
x189y117,x189y117,"1"
x189y118,x189y118,"1"
x189y119,x189y119,"1"
x189y120,x189y120,"1"
x189y121,x189y121,"1"
x189y122,x189y122,"1"
x190y073,x190y073,"1"
x190y074,x190y074,"1"
x190y075,x190y075,"1"
x190y076,x190y076,"1"
x190y077,x190y077,"1"
x190y078,x190y078,"1"
x190y079,x190y079,"1"
x190y080,x190y080,"1"
x190y081,x190y081,"1"
x190y082,x190y082,"1"
x190y083,x190y083,"1"
x190y084,x190y084,"1"
x190y085,x190y085,"1"
x190y086,x190y086,"1"
x190y087,x190y087,"1"
x190y088,x190y088,"1"
x190y089,x190y089,"1"
x190y090,x190y090,"1"
x190y091,x190y091,"1"
x190y092,x190y092,"1"
x190y093,x190y093,"1"
x190y094,x190y094,"1"
x190y095,x190y095,"1"
x190y096,x190y096,"1"
x190y097,x190y097,"1"
x190y098,x190y098,"1"
x190y099,x190y099,"1"
x190y100,x190y100,"1"
x190y101,x190y101,"1"
x190y102,x190y102,"1"
x190y103,x190y103,"1"
x190y104,x190y104,"1"
x190y105,x190y105,"1"
x190y106,x190y106,"1"
x190y107,x190y107,"1"
x190y108,x190y108,"1"
x190y109,x190y109,"1"
x190y110,x190y110,"1"
x190y111,x190y111,"1"
x190y112,x190y112,"1"
x190y113,x190y113,"1"
x190y114,x190y114,"1"
x190y115,x190y115,"1"
x190y116,x190y116,"1"
x190y117,x190y117,"1"
x190y118,x190y118,"1"
x190y119,x190y119,"1"
x190y120,x190y120,"1"
x190y121,x190y121,"1"
x190y122,x190y122,"1"
x190y123,x190y123,"1"
x191y072,x191y072,"1"
x191y073,x191y073,"1"
x191y074,x191y074,"1"
x191y075,x191y075,"1"
x191y076,x191y076,"1"
x191y077,x191y077,"1"
x191y078,x191y078,"1"
x191y079,x191y079,"1"
x191y080,x191y080,"1"
x191y081,x191y081,"1"
x191y082,x191y082,"1"
x191y083,x191y083,"1"
x191y084,x191y084,"1"
x191y085,x191y085,"1"
x191y086,x191y086,"1"
x191y087,x191y087,"1"
x191y088,x191y088,"1"
x191y089,x191y089,"1"
x191y090,x191y090,"1"
x191y091,x191y091,"1"
x191y092,x191y092,"1"
x191y093,x191y093,"1"
x191y094,x191y094,"1"
x191y095,x191y095,"1"
x191y096,x191y096,"1"
x191y097,x191y097,"1"
x191y098,x191y098,"1"
x191y099,x191y099,"1"
x191y100,x191y100,"1"
x191y101,x191y101,"1"
x191y102,x191y102,"1"
x191y103,x191y103,"1"
x191y104,x191y104,"1"
x191y105,x191y105,"1"
x191y106,x191y106,"1"
x191y107,x191y107,"1"
x191y108,x191y108,"1"
x191y109,x191y109,"1"
x191y110,x191y110,"1"
x191y111,x191y111,"1"
x191y112,x191y112,"1"
x191y113,x191y113,"1"
x191y114,x191y114,"1"
x191y115,x191y115,"1"
x191y116,x191y116,"1"
x191y117,x191y117,"1"
x191y118,x191y118,"1"
x191y119,x191y119,"1"
x191y120,x191y120,"1"
x191y121,x191y121,"1"
x191y122,x191y122,"1"
x191y123,x191y123,"1"
x192y053,x192y053,"1"
x192y054,x192y054,"1"
x192y055,x192y055,"1"
x192y056,x192y056,"1"
x192y070,x192y070,"1"
x192y071,x192y071,"1"
x192y072,x192y072,"1"
x192y073,x192y073,"1"
x192y074,x192y074,"1"
x192y075,x192y075,"1"
x192y076,x192y076,"1"
x192y077,x192y077,"1"
x192y078,x192y078,"1"
x192y079,x192y079,"1"
x192y080,x192y080,"1"
x192y081,x192y081,"1"
x192y082,x192y082,"1"
x192y083,x192y083,"1"
x192y084,x192y084,"1"
x192y085,x192y085,"1"
x192y086,x192y086,"1"
x192y087,x192y087,"1"
x192y088,x192y088,"1"
x192y089,x192y089,"1"
x192y090,x192y090,"1"
x192y091,x192y091,"1"
x192y092,x192y092,"1"
x192y093,x192y093,"1"
x192y094,x192y094,"1"
x192y095,x192y095,"1"
x192y096,x192y096,"1"
x192y097,x192y097,"1"
x192y098,x192y098,"1"
x192y099,x192y099,"1"
x192y100,x192y100,"1"
x192y101,x192y101,"1"
x192y102,x192y102,"1"
x192y103,x192y103,"1"
x192y104,x192y104,"1"
x192y105,x192y105,"1"
x192y106,x192y106,"1"
x192y107,x192y107,"1"
x192y108,x192y108,"1"
x192y109,x192y109,"1"
x192y110,x192y110,"1"
x192y111,x192y111,"1"
x192y112,x192y112,"1"
x192y113,x192y113,"1"
x192y114,x192y114,"1"
x192y115,x192y115,"1"
x192y116,x192y116,"1"
x192y117,x192y117,"1"
x192y118,x192y118,"1"
x192y119,x192y119,"1"
x192y120,x192y120,"1"
x192y121,x192y121,"1"
x192y122,x192y122,"1"
x193y051,x193y051,"1"
x193y052,x193y052,"1"
x193y053,x193y053,"1"
x193y054,x193y054,"1"
x193y055,x193y055,"1"
x193y056,x193y056,"1"
x193y057,x193y057,"1"
x193y058,x193y058,"1"
x193y059,x193y059,"1"
x193y067,x193y067,"1"
x193y068,x193y068,"1"
x193y069,x193y069,"1"
x193y070,x193y070,"1"
x193y071,x193y071,"1"
x193y072,x193y072,"1"
x193y073,x193y073,"1"
x193y074,x193y074,"1"
x193y075,x193y075,"1"
x193y076,x193y076,"1"
x193y077,x193y077,"1"
x193y078,x193y078,"1"
x193y079,x193y079,"1"
x193y080,x193y080,"1"
x193y081,x193y081,"1"
x193y082,x193y082,"1"
x193y083,x193y083,"1"
x193y084,x193y084,"1"
x193y085,x193y085,"1"
x193y086,x193y086,"1"
x193y087,x193y087,"1"
x193y088,x193y088,"1"
x193y089,x193y089,"1"
x193y090,x193y090,"1"
x193y091,x193y091,"1"
x193y092,x193y092,"1"
x193y093,x193y093,"1"
x193y094,x193y094,"1"
x193y095,x193y095,"1"
x193y096,x193y096,"1"
x193y097,x193y097,"1"
x193y098,x193y098,"1"
x193y099,x193y099,"1"
x193y100,x193y100,"1"
x193y101,x193y101,"1"
x193y102,x193y102,"1"
x193y103,x193y103,"1"
x193y104,x193y104,"1"
x193y105,x193y105,"1"
x193y106,x193y106,"1"
x193y107,x193y107,"1"
x193y108,x193y108,"1"
x193y109,x193y109,"1"
x193y110,x193y110,"1"
x193y111,x193y111,"1"
x193y112,x193y112,"1"
x193y113,x193y113,"1"
x193y114,x193y114,"1"
x193y115,x193y115,"1"
x193y116,x193y116,"1"
x193y117,x193y117,"1"
x193y118,x193y118,"1"
x194y048,x194y048,"1"
x194y049,x194y049,"1"
x194y050,x194y050,"1"
x194y051,x194y051,"1"
x194y052,x194y052,"1"
x194y053,x194y053,"1"
x194y054,x194y054,"1"
x194y055,x194y055,"1"
x194y056,x194y056,"1"
x194y057,x194y057,"1"
x194y058,x194y058,"1"
x194y059,x194y059,"1"
x194y060,x194y060,"1"
x194y061,x194y061,"1"
x194y062,x194y062,"1"
x194y063,x194y063,"1"
x194y064,x194y064,"1"
x194y065,x194y065,"1"
x194y066,x194y066,"1"
x194y067,x194y067,"1"
x194y068,x194y068,"1"
x194y069,x194y069,"1"
x194y070,x194y070,"1"
x194y071,x194y071,"1"
x194y072,x194y072,"1"
x194y073,x194y073,"1"
x194y074,x194y074,"1"
x194y075,x194y075,"1"
x194y076,x194y076,"1"
x194y077,x194y077,"1"
x194y078,x194y078,"1"
x194y079,x194y079,"1"
x194y080,x194y080,"1"
x194y081,x194y081,"1"
x194y082,x194y082,"1"
x194y083,x194y083,"1"
x194y084,x194y084,"1"
x194y085,x194y085,"1"
x194y086,x194y086,"1"
x194y087,x194y087,"1"
x194y088,x194y088,"1"
x194y089,x194y089,"1"
x194y090,x194y090,"1"
x194y091,x194y091,"1"
x194y092,x194y092,"1"
x194y093,x194y093,"1"
x194y094,x194y094,"1"
x194y095,x194y095,"1"
x194y096,x194y096,"1"
x194y097,x194y097,"1"
x194y098,x194y098,"1"
x194y099,x194y099,"1"
x194y100,x194y100,"1"
x194y101,x194y101,"1"
x194y102,x194y102,"1"
x194y103,x194y103,"1"
x194y104,x194y104,"1"
x194y105,x194y105,"1"
x194y106,x194y106,"1"
x194y107,x194y107,"1"
x194y108,x194y108,"1"
x194y109,x194y109,"1"
x194y110,x194y110,"1"
x194y111,x194y111,"1"
x194y112,x194y112,"1"
x194y113,x194y113,"1"
x194y114,x194y114,"1"
x194y115,x194y115,"1"
x194y116,x194y116,"1"
x194y117,x194y117,"1"
x194y118,x194y118,"1"
x195y043,x195y043,"1"
x195y044,x195y044,"1"
x195y045,x195y045,"1"
x195y046,x195y046,"1"
x195y047,x195y047,"1"
x195y048,x195y048,"1"
x195y049,x195y049,"1"
x195y050,x195y050,"1"
x195y051,x195y051,"1"
x195y052,x195y052,"1"
x195y053,x195y053,"1"
x195y054,x195y054,"1"
x195y055,x195y055,"1"
x195y056,x195y056,"1"
x195y057,x195y057,"1"
x195y058,x195y058,"1"
x195y059,x195y059,"1"
x195y060,x195y060,"1"
x195y061,x195y061,"1"
x195y062,x195y062,"1"
x195y063,x195y063,"1"
x195y064,x195y064,"1"
x195y065,x195y065,"1"
x195y066,x195y066,"1"
x195y067,x195y067,"1"
x195y068,x195y068,"1"
x195y069,x195y069,"1"
x195y070,x195y070,"1"
x195y071,x195y071,"1"
x195y072,x195y072,"1"
x195y073,x195y073,"1"
x195y074,x195y074,"1"
x195y075,x195y075,"1"
x195y076,x195y076,"1"
x195y077,x195y077,"1"
x195y078,x195y078,"1"
x195y079,x195y079,"1"
x195y080,x195y080,"1"
x195y081,x195y081,"1"
x195y082,x195y082,"1"
x195y083,x195y083,"1"
x195y084,x195y084,"1"
x195y085,x195y085,"1"
x195y086,x195y086,"1"
x195y087,x195y087,"1"
x195y088,x195y088,"1"
x195y089,x195y089,"1"
x195y090,x195y090,"1"
x195y091,x195y091,"1"
x195y092,x195y092,"1"
x195y093,x195y093,"1"
x195y094,x195y094,"1"
x195y095,x195y095,"1"
x195y096,x195y096,"1"
x195y097,x195y097,"1"
x195y098,x195y098,"1"
x195y099,x195y099,"1"
x195y100,x195y100,"1"
x195y101,x195y101,"1"
x195y102,x195y102,"1"
x195y103,x195y103,"1"
x195y104,x195y104,"1"
x195y105,x195y105,"1"
x195y106,x195y106,"1"
x195y107,x195y107,"1"
x195y108,x195y108,"1"
x195y109,x195y109,"1"
x195y110,x195y110,"1"
x195y111,x195y111,"1"
x195y112,x195y112,"1"
x195y113,x195y113,"1"
x195y114,x195y114,"1"
x195y115,x195y115,"1"
x195y116,x195y116,"1"
x195y117,x195y117,"1"
x195y118,x195y118,"1"
x196y041,x196y041,"1"
x196y042,x196y042,"1"
x196y043,x196y043,"1"
x196y044,x196y044,"1"
x196y045,x196y045,"1"
x196y046,x196y046,"1"
x196y047,x196y047,"1"
x196y048,x196y048,"1"
x196y049,x196y049,"1"
x196y050,x196y050,"1"
x196y051,x196y051,"1"
x196y052,x196y052,"1"
x196y053,x196y053,"1"
x196y054,x196y054,"1"
x196y055,x196y055,"1"
x196y056,x196y056,"1"
x196y057,x196y057,"1"
x196y058,x196y058,"1"
x196y059,x196y059,"1"
x196y060,x196y060,"1"
x196y061,x196y061,"1"
x196y062,x196y062,"1"
x196y063,x196y063,"1"
x196y064,x196y064,"1"
x196y065,x196y065,"1"
x196y066,x196y066,"1"
x196y067,x196y067,"1"
x196y068,x196y068,"1"
x196y069,x196y069,"1"
x196y070,x196y070,"1"
x196y071,x196y071,"1"
x196y072,x196y072,"1"
x196y073,x196y073,"1"
x196y074,x196y074,"1"
x196y075,x196y075,"1"
x196y076,x196y076,"1"
x196y077,x196y077,"1"
x196y078,x196y078,"1"
x196y079,x196y079,"1"
x196y080,x196y080,"1"
x196y081,x196y081,"1"
x196y082,x196y082,"1"
x196y083,x196y083,"1"
x196y084,x196y084,"1"
x196y085,x196y085,"1"
x196y086,x196y086,"1"
x196y087,x196y087,"1"
x196y088,x196y088,"1"
x196y089,x196y089,"1"
x196y090,x196y090,"1"
x196y091,x196y091,"1"
x196y092,x196y092,"1"
x196y093,x196y093,"1"
x196y094,x196y094,"1"
x196y095,x196y095,"1"
x196y096,x196y096,"1"
x196y097,x196y097,"1"
x196y098,x196y098,"1"
x196y099,x196y099,"1"
x196y100,x196y100,"1"
x196y101,x196y101,"1"
x196y102,x196y102,"1"
x196y103,x196y103,"1"
x196y104,x196y104,"1"
x196y105,x196y105,"1"
x196y106,x196y106,"1"
x196y107,x196y107,"1"
x196y108,x196y108,"1"
x196y109,x196y109,"1"
x196y110,x196y110,"1"
x196y111,x196y111,"1"
x196y112,x196y112,"1"
x196y113,x196y113,"1"
x196y114,x196y114,"1"
x196y115,x196y115,"1"
x196y116,x196y116,"1"
x196y117,x196y117,"1"
x197y039,x197y039,"1"
x197y040,x197y040,"1"
x197y041,x197y041,"1"
x197y042,x197y042,"1"
x197y043,x197y043,"1"
x197y044,x197y044,"1"
x197y045,x197y045,"1"
x197y046,x197y046,"1"
x197y047,x197y047,"1"
x197y048,x197y048,"1"
x197y049,x197y049,"1"
x197y050,x197y050,"1"
x197y051,x197y051,"1"
x197y052,x197y052,"1"
x197y053,x197y053,"1"
x197y054,x197y054,"1"
x197y055,x197y055,"1"
x197y056,x197y056,"1"
x197y057,x197y057,"1"
x197y058,x197y058,"1"
x197y059,x197y059,"1"
x197y060,x197y060,"1"
x197y061,x197y061,"1"
x197y062,x197y062,"1"
x197y063,x197y063,"1"
x197y064,x197y064,"1"
x197y065,x197y065,"1"
x197y066,x197y066,"1"
x197y067,x197y067,"1"
x197y068,x197y068,"1"
x197y069,x197y069,"1"
x197y070,x197y070,"1"
x197y071,x197y071,"1"
x197y072,x197y072,"1"
x197y073,x197y073,"1"
x197y074,x197y074,"1"
x197y075,x197y075,"1"
x197y076,x197y076,"1"
x197y077,x197y077,"1"
x197y078,x197y078,"1"
x197y079,x197y079,"1"
x197y080,x197y080,"1"
x197y081,x197y081,"1"
x197y082,x197y082,"1"
x197y083,x197y083,"1"
x197y084,x197y084,"1"
x197y085,x197y085,"1"
x197y086,x197y086,"1"
x197y087,x197y087,"1"
x197y088,x197y088,"1"
x197y089,x197y089,"1"
x197y090,x197y090,"1"
x197y091,x197y091,"1"
x197y092,x197y092,"1"
x197y093,x197y093,"1"
x197y094,x197y094,"1"
x197y095,x197y095,"1"
x197y096,x197y096,"1"
x197y097,x197y097,"1"
x197y098,x197y098,"1"
x197y099,x197y099,"1"
x197y100,x197y100,"1"
x197y101,x197y101,"1"
x197y102,x197y102,"1"
x197y103,x197y103,"1"
x197y104,x197y104,"1"
x197y105,x197y105,"1"
x197y106,x197y106,"1"
x197y107,x197y107,"1"
x197y108,x197y108,"1"
x197y109,x197y109,"1"
x197y110,x197y110,"1"
x197y111,x197y111,"1"
x197y112,x197y112,"1"
x197y113,x197y113,"1"
x197y114,x197y114,"1"
x197y115,x197y115,"1"
x197y116,x197y116,"1"
x198y035,x198y035,"1"
x198y037,x198y037,"1"
x198y038,x198y038,"1"
x198y039,x198y039,"1"
x198y040,x198y040,"1"
x198y041,x198y041,"1"
x198y042,x198y042,"1"
x198y043,x198y043,"1"
x198y044,x198y044,"1"
x198y045,x198y045,"1"
x198y046,x198y046,"1"
x198y047,x198y047,"1"
x198y048,x198y048,"1"
x198y049,x198y049,"1"
x198y050,x198y050,"1"
x198y051,x198y051,"1"
x198y052,x198y052,"1"
x198y053,x198y053,"1"
x198y054,x198y054,"1"
x198y055,x198y055,"1"
x198y056,x198y056,"1"
x198y057,x198y057,"1"
x198y058,x198y058,"1"
x198y059,x198y059,"1"
x198y060,x198y060,"1"
x198y061,x198y061,"1"
x198y062,x198y062,"1"
x198y063,x198y063,"1"
x198y064,x198y064,"1"
x198y065,x198y065,"1"
x198y066,x198y066,"1"
x198y067,x198y067,"1"
x198y068,x198y068,"1"
x198y069,x198y069,"1"
x198y070,x198y070,"1"
x198y071,x198y071,"1"
x198y072,x198y072,"1"
x198y073,x198y073,"1"
x198y074,x198y074,"1"
x198y075,x198y075,"1"
x198y076,x198y076,"1"
x198y077,x198y077,"1"
x198y078,x198y078,"1"
x198y079,x198y079,"1"
x198y080,x198y080,"1"
x198y081,x198y081,"1"
x198y082,x198y082,"1"
x198y083,x198y083,"1"
x198y084,x198y084,"1"
x198y085,x198y085,"1"
x198y086,x198y086,"1"
x198y087,x198y087,"1"
x198y088,x198y088,"1"
x198y089,x198y089,"1"
x198y090,x198y090,"1"
x198y091,x198y091,"1"
x198y092,x198y092,"1"
x198y093,x198y093,"1"
x198y094,x198y094,"1"
x198y095,x198y095,"1"
x198y096,x198y096,"1"
x198y097,x198y097,"1"
x198y098,x198y098,"1"
x198y099,x198y099,"1"
x198y100,x198y100,"1"
x198y101,x198y101,"1"
x198y102,x198y102,"1"
x198y103,x198y103,"1"
x198y104,x198y104,"1"
x198y105,x198y105,"1"
x198y106,x198y106,"1"
x198y107,x198y107,"1"
x198y108,x198y108,"1"
x198y109,x198y109,"1"
x198y110,x198y110,"1"
x198y111,x198y111,"1"
x198y112,x198y112,"1"
x198y113,x198y113,"1"
x198y114,x198y114,"1"
x198y115,x198y115,"1"
x198y116,x198y116,"1"
x199y033,x199y033,"1"
x199y034,x199y034,"1"
x199y035,x199y035,"1"
x199y036,x199y036,"1"
x199y037,x199y037,"1"
x199y038,x199y038,"1"
x199y039,x199y039,"1"
x199y040,x199y040,"1"
x199y041,x199y041,"1"
x199y042,x199y042,"1"
x199y043,x199y043,"1"
x199y044,x199y044,"1"
x199y045,x199y045,"1"
x199y046,x199y046,"1"
x199y047,x199y047,"1"
x199y048,x199y048,"1"
x199y049,x199y049,"1"
x199y050,x199y050,"1"
x199y051,x199y051,"1"
x199y052,x199y052,"1"
x199y053,x199y053,"1"
x199y054,x199y054,"1"
x199y055,x199y055,"1"
x199y056,x199y056,"1"
x199y057,x199y057,"1"
x199y058,x199y058,"1"
x199y059,x199y059,"1"
x199y060,x199y060,"1"
x199y061,x199y061,"1"
x199y062,x199y062,"1"
x199y063,x199y063,"1"
x199y064,x199y064,"1"
x199y065,x199y065,"1"
x199y066,x199y066,"1"
x199y067,x199y067,"1"
x199y068,x199y068,"1"
x199y069,x199y069,"1"
x199y070,x199y070,"1"
x199y071,x199y071,"1"
x199y072,x199y072,"1"
x199y073,x199y073,"1"
x199y074,x199y074,"1"
x199y075,x199y075,"1"
x199y076,x199y076,"1"
x199y077,x199y077,"1"
x199y078,x199y078,"1"
x199y079,x199y079,"1"
x199y080,x199y080,"1"
x199y081,x199y081,"1"
x199y082,x199y082,"1"
x199y083,x199y083,"1"
x199y084,x199y084,"1"
x199y085,x199y085,"1"
x199y086,x199y086,"1"
x199y087,x199y087,"1"
x199y088,x199y088,"1"
x199y089,x199y089,"1"
x199y090,x199y090,"1"
x199y091,x199y091,"1"
x199y092,x199y092,"1"
x199y093,x199y093,"1"
x199y094,x199y094,"1"
x199y095,x199y095,"1"
x199y096,x199y096,"1"
x199y097,x199y097,"1"
x199y098,x199y098,"1"
x199y099,x199y099,"1"
x199y100,x199y100,"1"
x199y101,x199y101,"1"
x199y102,x199y102,"1"
x199y103,x199y103,"1"
x199y104,x199y104,"1"
x199y105,x199y105,"1"
x199y106,x199y106,"1"
x199y107,x199y107,"1"
x199y108,x199y108,"1"
x199y109,x199y109,"1"
x199y110,x199y110,"1"
x199y111,x199y111,"1"
x199y112,x199y112,"1"
x199y113,x199y113,"1"
x199y114,x199y114,"1"
x199y115,x199y115,"1"
x199y116,x199y116,"1"
x200y033,x200y033,"1"
x200y034,x200y034,"1"
x200y035,x200y035,"1"
x200y036,x200y036,"1"
x200y037,x200y037,"1"
x200y038,x200y038,"1"
x200y039,x200y039,"1"
x200y040,x200y040,"1"
x200y041,x200y041,"1"
x200y042,x200y042,"1"
x200y043,x200y043,"1"
x200y044,x200y044,"1"
x200y045,x200y045,"1"
x200y046,x200y046,"1"
x200y047,x200y047,"1"
x200y048,x200y048,"1"
x200y049,x200y049,"1"
x200y050,x200y050,"1"
x200y051,x200y051,"1"
x200y052,x200y052,"1"
x200y053,x200y053,"1"
x200y054,x200y054,"1"
x200y055,x200y055,"1"
x200y056,x200y056,"1"
x200y057,x200y057,"1"
x200y058,x200y058,"1"
x200y059,x200y059,"1"
x200y060,x200y060,"1"
x200y061,x200y061,"1"
x200y062,x200y062,"1"
x200y063,x200y063,"1"
x200y064,x200y064,"1"
x200y065,x200y065,"1"
x200y066,x200y066,"1"
x200y067,x200y067,"1"
x200y068,x200y068,"1"
x200y069,x200y069,"1"
x200y070,x200y070,"1"
x200y071,x200y071,"1"
x200y072,x200y072,"1"
x200y073,x200y073,"1"
x200y074,x200y074,"1"
x200y075,x200y075,"1"
x200y076,x200y076,"1"
x200y077,x200y077,"1"
x200y078,x200y078,"1"
x200y079,x200y079,"1"
x200y080,x200y080,"1"
x200y081,x200y081,"1"
x200y082,x200y082,"1"
x200y083,x200y083,"1"
x200y084,x200y084,"1"
x200y085,x200y085,"1"
x200y086,x200y086,"1"
x200y087,x200y087,"1"
x200y088,x200y088,"1"
x200y089,x200y089,"1"
x200y090,x200y090,"1"
x200y091,x200y091,"1"
x200y092,x200y092,"1"
x200y093,x200y093,"1"
x200y094,x200y094,"1"
x200y095,x200y095,"1"
x200y096,x200y096,"1"
x200y097,x200y097,"1"
x200y098,x200y098,"1"
x200y099,x200y099,"1"
x200y100,x200y100,"1"
x200y101,x200y101,"1"
x200y102,x200y102,"1"
x200y103,x200y103,"1"
x200y104,x200y104,"1"
x200y105,x200y105,"1"
x200y106,x200y106,"1"
x200y107,x200y107,"1"
x200y108,x200y108,"1"
x200y109,x200y109,"1"
x200y110,x200y110,"1"
x200y111,x200y111,"1"
x200y112,x200y112,"1"
x200y113,x200y113,"1"
x200y114,x200y114,"1"
x200y115,x200y115,"1"
x201y033,x201y033,"1"
x201y034,x201y034,"1"
x201y035,x201y035,"1"
x201y036,x201y036,"1"
x201y037,x201y037,"1"
x201y038,x201y038,"1"
x201y039,x201y039,"1"
x201y040,x201y040,"1"
x201y041,x201y041,"1"
x201y042,x201y042,"1"
x201y043,x201y043,"1"
x201y044,x201y044,"1"
x201y045,x201y045,"1"
x201y046,x201y046,"1"
x201y047,x201y047,"1"
x201y048,x201y048,"1"
x201y049,x201y049,"1"
x201y050,x201y050,"1"
x201y051,x201y051,"1"
x201y052,x201y052,"1"
x201y053,x201y053,"1"
x201y054,x201y054,"1"
x201y055,x201y055,"1"
x201y056,x201y056,"1"
x201y057,x201y057,"1"
x201y058,x201y058,"1"
x201y059,x201y059,"1"
x201y060,x201y060,"1"
x201y061,x201y061,"1"
x201y062,x201y062,"1"
x201y063,x201y063,"1"
x201y064,x201y064,"1"
x201y065,x201y065,"1"
x201y066,x201y066,"1"
x201y067,x201y067,"1"
x201y068,x201y068,"1"
x201y069,x201y069,"1"
